tactic_label,tactic_score,text_preview
dehumanization,0.552734375,politicians dont have the solution to problems politicians are the problem
dehumanization,0.552734375,"politicians, no matter what country, they are deeply corrupt."
dehumanization,0.521484375,Party for justice... party for happiness.
dehumanization,0.521484375,Party on. 👍✌️
dehumanization,0.521484375,Party of government posts
dehumanization,0.45849609375,Killing Mongol Envoys was just not a smart idea back then
dehumanization,0.45849609375,Killed ❌ dies ✅ watch thumbnail before uploading
dehumanization,0.45849609375,Kill the  elephant
dehumanization,0.45849609375,Kill them all !!! Slava Ukraine !!!
dehumanization,0.45849609375,Killing Putin honor for the Ukrainian people
dehumanization,0.45849609375,Killed
dehumanization,0.45849609375,Killed or died  ??
dehumanization,0.45849609375,"Killed by the Russian Mafia, maybe?"
dehumanization,0.45849609375,Kill those ziggers Glory yo Ukraine 
dehumanization,0.45849609375,Killing is no good for anyone and why the fuck is the UK paying for this UK dont mean Ukraine
dehumanization,0.45849609375,"Killing people for money  that's ALL plus, there's an eternal Hell fire 🔥 reward "
dehumanization,0.45849609375,Killed???
dehumanization,0.45849609375,Killer you that state is zero
dehumanization,0.45849609375,Killed? Or died
dehumanization,0.45849609375,"Killing of protesters, did she mean in the US or in Iran"
dehumanization,0.45849609375,Kill them all ORCS without hesitation!
dehumanization,0.45849609375,Killing one Russian at a time without taking out the vehicles that brought them is stupid.
dehumanization,0.45849609375,Killing your country's birthrate 101
dehumanization,0.45849609375,Kill EU!
dehumanization,0.45849609375,"Killing survivors floating in the water, like shooting pilots in their chutes......WAR CRIME!"
